"동별","독거노인별","성별","항목","단위","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"필동","합계","남","독거노인현황(성별)","","","93","86","89","103","102","146","158","149","153","174",
"필동","합계","여","독거노인현황(성별)","","","133","142","137","141","136","203","197","164","163","178",
"필동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","27","39","30","35","31","36","41","52","56","57",
"필동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","13","19","16","18","17","23","28","38","38","44",
"필동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","14","20","14","17","14","13","13","14","18","13",
"필동","저소득노인","계","독거노인현황(성별)","","","3","3","6","8","8","11","12","9","8","6",
"필동","저소득노인","남","독거노인현황(성별)","","","1","1","4","5","4","4","4","2","2","-",
"필동","저소득노인","여","독거노인현황(성별)","","","2","2","2","3","4","7","8","7","6","6",
"필동","일   반","계","독거노인현황(성별)","","","196","186","190","201","199","302","302","252","252","289",
"필동","일   반","남","독거노인현황(성별)","","","79","66","69","80","81","119","126","109","113","130",
"필동","일   반","여","독거노인현황(성별)","","","117","120","121","121","118","183","176","143","139","159",
"장충동","합계","계","독거노인현황(성별)","","","185","187","186","178","207","256","267","252","271","291",
"장충동","합계","남","독거노인현황(성별)","","","59","59","61","59","73","105","107","95","109","121",
"장충동","합계","여","독거노인현황(성별)","","","126","128","125","119","134","151","160","157","162","170",
"장충동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","26","36","25","29","34","46","54","57","60","74",
"장충동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","13","15","11","11","15","22","28","24","26","32",
"장충동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","13","21","14","18","19","24","26","33","34","42",
"장충동","저소득노인","계","독거노인현황(성별)","","","5","4","3","5","5","4","4","6","6","1",
"장충동","저소득노인","남","독거노인현황(성별)","","","2","1","2","2","2","0","0","1","1","-",
"장충동","저소득노인","여","독거노인현황(성별)","","","3","3","1","3","3","4","4","5","5","1",
"장충동","일   반","계","독거노인현황(성별)","","","154","147","158","144","168","206","209","189","205","216",
"장충동","일   반","남","독거노인현황(성별)","","","44","43","48","46","56","83","79","70","82","89",
"장충동","일   반","여","독거노인현황(성별)","","","110","104","110","98","112","123","130","119","123","127",
"광희동","합계","계","독거노인현황(성별)","","","333","352","375","364","392","419","443","441","475","479",
"광희동","합계","남","독거노인현황(성별)","","","147","159","174","175","199","203","214","199","225","219",
"광희동","합계","여","독거노인현황(성별)","","","186","193","201","189","193","216","229","242","250","260",
"광희동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","41","51","49","54","56","79","94","110","111","123",
"광희동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","19","25","27","33","35","45","54","62","58","66",
"광희동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","22","26","22","21","21","34","40","48","53","57",
"광희동","저소득노인","계","독거노인현황(성별)","","","6","6","13","11","12","9","11","13","15","12",
"광희동","저소득노인","남","독거노인현황(성별)","","","2","2","6","5","6","3","4","5","6","4",
"광희동","저소득노인","여","독거노인현황(성별)","","","4","4","7","6","6","6","7","8","9","8",
"광희동","일   반","계","독거노인현황(성별)","","","286","295","313","299","324","331","338","318","349","344",
"광희동","일   반","남","독거노인현황(성별)","","","126","132","141","137","158","155","156","132","161","149",
"광희동","일   반","여","독거노인현황(성별)","","","160","163","172","162","166","176","182","186","188","195",
"을지로동","합계","계","독거노인현황(성별)","","","238","224","232","225","228","260","274","276","292","284",
"을지로동","합계","남","독거노인현황(성별)","","","142","140","150","142","149","174","185","191","197","189",
"을지로동","합계","여","독거노인현황(성별)","","","96","84","82","83","79","86","89","85","95","95",
"을지로동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","34","51","38","41","43","68","78","91","91","91",
"을지로동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","21","33","27","31","35","54","61","76","75","75",
"을지로동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","13","18","11","10","8","14","17","15","16","16",
"을지로동","저소득노인","계","독거노인현황(성별)","","","8","7","11","8","9","10","9","7","10","6",
"을지로동","저소득노인","남","독거노인현황(성별)","","","3","2","7","3","4","4","5","4","5","3",
"을지로동","저소득노인","여","독거노인현황(성별)","","","5","5","4","5","5","6","4","3","5","3",
"을지로동","일   반","계","독거노인현황(성별)","","","196","166","183","176","176","182","187","178","191","187",
"을지로동","일   반","남","독거노인현황(성별)","","","118","105","116","108","110","116","119","111","117","111",
"을지로동","일   반","여","독거노인현황(성별)","","","78","61","67","68","66","66","68","67","74","76",
"신당5동","합계","계","독거노인현황(성별)","","","414","411","421","428","481","546","586","572","619","644",
"신당5동","합계","남","독거노인현황(성별)","","","115","116","135","142","164","203","222","217","240","255",
"신당5동","합계","여","독거노인현황(성별)","","","299","295","286","286","317","343","364","355","379","389",
"신당5동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","83","112","81","111","115","141","172","201","219","245",
"신당5동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","35","37","32","46","50","56","68","91","104","120",
"신당5동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","48","75","49","65","65","85","104","110","115","125",
"신당5동","저소득노인","계","독거노인현황(성별)","","","9","9","20","25","32","36","28","31","19","9",
"신당5동","저소득노인","남","독거노인현황(성별)","","","2","2","4","4","6","8","6","7","4","1",
"신당5동","저소득노인","여","독거노인현황(성별)","","","7","7","16","21","26","28","22","24","15","8",
"신당5동","일   반","계","독거노인현황(성별)","","","322","290","320","292","334","369","386","340","381","390",
"신당5동","일   반","남","독거노인현황(성별)","","","78","77","99","92","108","139","148","119","132","134",
"신당5동","일   반","여","독거노인현황(성별)","","","244","213","221","200","226","230","238","221","249","256",
"황학동","합계","계","독거노인현황(성별)","","","505","514","513","529","562","608","649","647","700","767",
"황학동","합계","남","독거노인현황(성별)","","","193","204","203","210","224","254","267","257","276","306",
"황학동","합계","여","독거노인현황(성별)","","","312","310","310","319","338","354","382","390","424","461",
"황학동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","104","160","112","138","151","176","203","214","253","277",
"황학동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","48","78","53","69","76","87","109","101","121","133",
"황학동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","56","82","59","69","75","89","94","113","132","144",
"황학동","저소득노인","계","독거노인현황(성별)","","","21","17","20","25","24","22","21","20","17","12",
"황학동","저소득노인","남","독거노인현황(성별)","","","9","6","10","7","7","5","8","5","5","3",
"황학동","저소득노인","여","독거노인현황(성별)","","","12","11","10","18","17","17","13","15","12","9",
