연번,시,구,동,도로명,시도청,경찰서,관서명,구분,전화번호,주소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,기준주소
74,서울특별시,마포구,망원로2길,63,서울청,서울마포,망원,파출소,02-337-5908,서울특별시 마포구  망원로2길 63,서울특별시 마포구  망원로2길 63,191336.0,450234.0,정좌표,11440123001039818,새주소,서울특별시 마포구 망원로2길 63,서울특별시 마포구 망원동 398-1,40150,11440690000,망원1동,11440123000,망원동,서울특별시 마포구 망원로2길 63
75,서울특별시,마포구,연남로,4,서울청,서울마포,연남,파출소,02-334-4974,서울특별시 마포구  연남로 4,서울특별시 마포구  연남로 4,193193.0,450898.0,정좌표,11440124001037318,새주소,서울특별시 마포구 연남로 4,서울특별시 마포구 연남동 373-20,39890,11440710000,연남동,11440124000,연남동,서울특별시 마포구 연남로 4
76,서울특별시,영등포구,영등포로46길,14,서울청,서울영등포,중앙,지구대,02-2118-9101,서울특별시 영등포구  영등포로46길 14,서울특별시 영등포구  영등포로46길 14,191754.0,446202.0,정좌표,11560104001001818,새주소,서울특별시 영등포구 영등포로46길 14,서울특별시 영등포구 영등포동3가 18-1,73020,11560535000,영등포동,11560104000,영등포동3가,서울특별시 영등포구 영등포로46길 14
77,서울특별시,영등포구,여의공원로,120,서울청,서울영등포,여의도,지구대,02-2118-9102,서울특별시 영등포구  여의공원로 120 여의도지구대,서울특별시 영등포구  여의공원로 120 여의도지구대,193450.0,447488.0,정좌표,11560110001000218,새주소,서울특별시 영등포구 여의공원로 120,서울특별시 영등포구 여의도동 2,72430,11560540000,여의동,11560110000,여의도동,서울특별시 영등포구 여의공원로 120
78,서울특별시,영등포구,경인로,759,서울청,서울영등포,문래,지구대,02-2118-9103,서울특별시 영등포구  경인로 759,서울특별시 영등포구  경인로 759,190882.0,445712.0,정좌표,11560121001005418,새주소,서울특별시 영등포구 경인로 759,서울특별시 영등포구 문래동3가 54-2,72990,11560605000,문래동,11560121000,문래동3가,서울특별시 영등포구 경인로 759
79,서울특별시,영등포구,대방천로,195,서울청,서울영등포,신풍,지구대,02-2118-9104,서울특별시 영등포구 대방천로 195(신길동 3741-23),서울특별시 영등포구 대방천로 195(신길동 3741-23),192219.0,444102.0,정좌표,11560132001374118,새주소,서울특별시 영등포구 대방천로 195,서울특별시 영등포구 신길동 3741-23,74300,11560680000,신길6동,11560132000,신길동,서울특별시 영등포구 대방천로 195
80,서울특별시,영등포구,노량진로,11,서울청,서울영등포,신길,지구대,02-2118-9105,서울특별시 영등포구 노량진로 11,서울특별시 영등포구 노량진로 11,193435.0,445640.0,정좌표,11560132001420318,새주소,서울특별시 영등포구 노량진로 11,서울특별시 영등포구 신길동 4203-1,73180,11560690000,신길7동,11560132000,신길동,서울특별시 영등포구 노량진로 11
81,서울특별시,영등포구,선유로,95,서울청,서울영등포,양평,파출소,02-2118-9106,서울특별시 영등포구  선유로 95,서울특별시 영등포구  선유로 95,190179.0,446726.0,정좌표,11560125001016418,새주소,서울특별시 영등포구 선유로 95,서울특별시 영등포구 양평동1가 164-22,72720,11560610000,양평1동,11560125000,양평동1가,서울특별시 영등포구 선유로 95
82,서울특별시,영등포구,당산로,221,서울청,서울영등포,당산,지구대,02-2118-9107,서울특별시 영등포구  당산로 221,서울특별시 영등포구  당산로 221,191203.0,447934.0,정좌표,11560115001001518,새주소,서울특별시 영등포구 당산로 221,서울특별시 영등포구 당산동5가 15,72130,11560560000,당산2동,11560115000,당산동5가,서울특별시 영등포구 당산로 221
83,서울특별시,영등포구,대림로23길,16-1,서울청,서울영등포,대림,지구대,02-2118-9108,서울특별시 영등포구  대림로23길 16-1,서울특별시 영등포구  대림로23길 16-1,190972.0,443474.0,정좌표,11560133001070618,새주소,서울특별시 영등포구 대림로23길 16-1,서울특별시 영등포구 대림동 706-8,74170,11560710000,대림2동,11560133000,대림동,서울특별시 영등포구 대림로23길 16-1
84,서울특별시,영등포구,가마산로,334,서울청,서울영등포,대림3,파출소,02-2118-9109,서울특별시 영등포구 가마산로 334,서울특별시 영등포구 가마산로 334,190790.0,444091.0,정좌표,11560133001077518,새주소,서울특별시 영등포구 가마산로 334,서울특별시 영등포구 대림동 775-2,74120,11560720000,대림3동,11560133000,대림동,서울특별시 영등포구 가마산로 334
85,서울특별시,영등포구,영신로20길,11,서울청,서울영등포,영등포역,파출소,02-2118-9110,서울특별시 영등포구 영신로20길 11,서울특별시 영등포구 영신로20길 11,191873.0,445921.0,정좌표,1156010100106180618,새주소,서울특별시 영등포구 영신로20길 11,서울특별시 영등포구 영등포동 618-501,73060,11560515000,영등포본동,11560101000,영등포동,서울특별시 영등포구 영신로20길 11
86,서울특별시,성동구,사근동길,5,서울청,서울성동,한양,지구대,02-2292-5975,서울특별시 성동구  사근동길 5,서울특별시 성동구  사근동길 5,203619.0,450884.0,정좌표,11200107001001118,새주소,서울특별시 성동구 사근동길 5,서울특별시 성동구 행당동 11-7,47610,11200550000,사근동,11200107000,행당동,서울특별시 성동구 사근동길 5
87,서울특별시,성동구,광나루로2길,35,서울청,서울성동,성수,지구대,02-463-0112,서울특별시 성동구  광나루로2길 35 성수지구대,서울특별시 성동구  광나루로2길 35 성수지구대,204812.0,449552.0,정좌표,1120011500102990218,새주소,서울특별시 성동구 광나루로2길 35,서울특별시 성동구 성수동2가 299-240,47920,11200690000,성수2가3동,11200115000,성수동2가,서울특별시 성동구 광나루로2길 35
88,서울특별시,성동구,성덕정길,77-2,서울청,서울성동,서울숲,지구대,02-464-0113,서울특별시 성동구  성덕정길 77-2,서울특별시 성동구  성덕정길 77-2,204550.0,448423.0,정좌표,11200115001034418,새주소,서울특별시 성동구 성덕정길 77-2,서울특별시 성동구 성수동2가 344-7,47750,11200670000,성수2가1동,11200115000,성수동2가,서울특별시 성동구 성덕정길 77-2
89,서울특별시,성동구,마장로,205,서울청,서울성동,왕십리,파출소,02-2295-1241,서울특별시 성동구  마장로 205,서울특별시 성동구  마장로 205,202815.0,451598.0,정좌표,11200103001010218,새주소,서울특별시 성동구 마장로 205,서울특별시 성동구 홍익동 102-1,47060,11200535000,왕십리도선동,11200103000,홍익동,서울특별시 성동구 마장로 205
90,서울특별시,성동구,행당로,89,서울청,서울성동,행당,파출소,02-2292-1812,서울특별시 성동구  행당로 89,서울특별시 성동구  행당로 89,202479.0,450572.0,정좌표,112001070010317218,새주소,서울특별시 성동구 행당로 89,서울특별시 성동구 행당동 317-1994,47130,11200570000,행당2동,11200107000,행당동,서울특별시 성동구 행당로 89
91,서울특별시,성동구,독서당로,211,서울청,서울성동,옥수,파출소,02-2297-5898,서울특별시 성동구  독서당로 211,서울특별시 성동구  독서당로 211,201198.0,449065.0,정좌표,11200113001056118,새주소,서울특별시 성동구 독서당로 211,서울특별시 성동구 옥수동 561,47330,11200645000,옥수동,11200113000,옥수동,서울특별시 성동구 독서당로 211
92,서울특별시,성동구,금호로11길,2-1,서울청,서울성동,금호,파출소,02-2231-6253,서울특별시 성동구  금호로11길 2-1,서울특별시 성동구  금호로11길 2-1,201659.0,450280.0,정좌표,11200110001022418,새주소,서울특별시 성동구 금호로11길 2-1,서울특별시 성동구 금호동2가 224,47230,11200615000,금호2.3가동,11200110000,금호동2가,서울특별시 성동구 금호로11길 2-1
93,서울특별시,성동구,독서당로,373,서울청,서울성동,응봉,파출소,02-2293-7480,서울특별시 성동구  독서당로 373 응봉파출소,서울특별시 성동구  독서당로 373 응봉파출소,202582.0,449725.0,정좌표,11200108001027518,새주소,서울특별시 성동구 독서당로 373,서울특별시 성동구 응봉동 275-8,47200,11200580000,응봉동,11200108000,응봉동,서울특별시 성동구 독서당로 373
94,서울특별시,성동구,용답중앙길,49,서울청,서울성동,용답,파출소,02-2245-0189,서울특별시 성동구  용답중앙길 49 용답파출소,서울특별시 성동구  용답중앙길 49 용답파출소,204503.0,451390.0,정좌표,11200122001008318,새주소,서울특별시 성동구 용답중앙길 49,서울특별시 성동구 용답동 83-5,48040,11200790000,용답동,11200122000,용답동,서울특별시 성동구 용답중앙길 49
95,서울특별시,동작구,사당로28길,44,서울청,서울동작,사당,지구대,02-811-9853,서울특별시 동작구 사당로28길 44,서울특별시 동작구 사당로28길 44,198096.0,442066.0,정좌표,11590107001102118,새주소,서울특별시 동작구 사당로28길 44,서울특별시 동작구 사당동 1021-45,70140,11590620000,사당1동,11590107000,사당동,서울특별시 동작구 사당로28길 44
96,서울특별시,동작구,등용로12나길,2,서울청,서울동작,노량진,지구대,02-811-9813,서울특별시 동작구  등용로12나길 2,서울특별시 동작구  등용로12나길 2,194033.0,445438.0,정좌표,11590108001006818,새주소,서울특별시 동작구 등용로12나길 2,서울특별시 동작구 대방동 68-55,69320,11590660000,대방동,11590108000,대방동,서울특별시 동작구 등용로12나길 2
97,서울특별시,동작구,등용로,24,서울청,서울동작,상도,지구대,02-811-9833,서울특별시 동작구  등용로 24 ,서울특별시 동작구  등용로 24 ,194289.0,444859.0,정좌표,11590102001036318,새주소,서울특별시 동작구 등용로 24,서울특별시 동작구 상도동 363-189,69370,11590540000,상도2동,11590102000,상도동,서울특별시 동작구 등용로 24
98,서울특별시,동작구,사당로17나길,4,서울청,서울동작,남성,지구대,02-811-9843,서울특별시 동작구 사당로17나길 4,서울특별시 동작구 사당로17나길 4,197565.0,442437.0,정좌표,11590107001025718,새주소,서울특별시 동작구 사당로17나길 4,서울특별시 동작구 사당동 257-25,70040,11590640000,사당3동,11590107000,사당동,서울특별시 동작구 사당로17나길 4
99,서울특별시,동작구,흑석로13길,13,서울청,서울동작,흑석,지구대,02-811-9823,서울특별시 동작구 흑석로13길 13,서울특별시 동작구 흑석로13길 13,196405.0,445232.0,정좌표,11590105001034118,새주소,서울특별시 동작구 흑석로13길 13,서울특별시 동작구 흑석동 341-6,69100,11590605000,흑석동,11590105000,흑석동,서울특별시 동작구 흑석로13길 13
100,서울특별시,동작구,신대방1다길,24,서울청,서울동작,신대방,지구대,02-811-9863,서울특별시 동작구 신대방1다길 24,서울특별시 동작구 신대방1다길 24,191613.0,442722.0,정좌표,11590109001071918,새주소,서울특별시 동작구 신대방1다길 24,서울특별시 동작구 신대방동 719-2,70740,11590670000,신대방1동,11590109000,신대방동,서울특별시 동작구 신대방1다길 24
101,서울특별시,동작구,여의대방로,130,서울청,서울동작,대방,파출소,02-811-9873,서울특별시 동작구 여의대방로 130,서울특별시 동작구 여의대방로 130,192907.0,444043.0,정좌표,11590108001041718,새주소,서울특별시 동작구 여의대방로 130,서울특별시 동작구 대방동 417-4,70550,11590660000,대방동,11590108000,대방동,서울특별시 동작구 여의대방로 130
102,서울특별시,광진구,아차산로,567,서울청,서울광진,광나루,지구대,02-2285-7820,서울특별시 광진구 아차산로 567,서울특별시 광진구 아차산로 567,209061.0,449138.0,정좌표,11215104001023118,새주소,서울특별시 광진구 아차산로 567,서울특별시 광진구 광장동 231-1,49830,11215810000,광장동,11215104000,광장동,서울특별시 광진구 아차산로 567
103,서울특별시,광진구,능동로17길,39,서울청,서울광진,화양,지구대,02-2285-7810,서울특별시 광진구  능동로17길 39 화양지구대,서울특별시 광진구  능동로17길 39 화양지구대,206235.0,449357.0,정좌표,11215107001012218,새주소,서울특별시 광진구 능동로17길 39,서울특별시 광진구 화양동 122,50100,11215710000,화양동,11215107000,화양동,서울특별시 광진구 능동로17길 39
104,서울특별시,광진구,능동로,385,서울청,서울광진,중곡1,파출소,02-2285-7830,서울특별시 광진구 능동로 385,서울특별시 광진구 능동로 385,207244.0,451274.0,정좌표,11215101001016518,새주소,서울특별시 광진구 능동로 385,서울특별시 광진구 중곡동 165-6,49090,11215740000,중곡1동,11215101000,중곡동,서울특별시 광진구 능동로 385
