연번,시,구,동,도로명,시도청,경찰서,치안센터명,주소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,기준주소
93,부산광역시,북구,구포만세길,169,부산청,부산북부,구포1치안센터,부산광역시 북구 구포만세길 169,부산광역시 북구 구포만세길 169,382084,191725,정좌표,26320105001115418,새주소,부산광역시 북구 구포만세길 169,부산광역시 북구 구포동 1154-8,465010,26320510000,구포1동,26320105000,구포동,부산광역시 북구 구포만세길 169
94,대구광역시,중구,큰장로28길,2,대구청,대구중부,서문시장치안센터,대구광역시 중구 큰장로28길 2,대구광역시 중구 큰장로28길 2,342567,264413,정좌표,27110154001011518,새주소,대구광역시 중구 큰장로28길 2,대구광역시 중구 대신동 115-22,419260,27110595000,대신동,27110154000,대신동,대구광역시 중구 큰장로28길 2
95,대구광역시,중구,종로,101,대구청,대구중부,역전치안센터,대구광역시 중구 종로 101,대구광역시 중구 종로 101,343593,265036,정좌표,27110131001021618,새주소,대구광역시 중구 종로 101,대구광역시 중구 태평로3가 216-3,419160,27110575000,성내2동,27110131000,태평로3가,대구광역시 중구 종로 101
96,대구광역시,동구,동촌로,390,대구청,대구동부,용계 치안센터,대구광역시 동구 동촌로 390,대구광역시 동구 동촌로 390,351805,265259,정좌표,27140119001101718,새주소,대구광역시 동구 동촌로 390,대구광역시 동구 용계동 1017-1,411660,27140730000,안심2동,27140119000,용계동,대구광역시 동구 동촌로 390
97,대구광역시,서구,문화로49길,8,대구청,대구서부,평리치안센터,대구광역시 서구 문화로49길 8,대구광역시 서구 문화로49길 8,340753,265129,정좌표,27170103001095818,새주소,대구광역시 서구 문화로49길 8,대구광역시 서구 평리동 958-5,417720,27170640000,평리3동,27170103000,평리동,대구광역시 서구 문화로49길 8
98,대구광역시,남구,앞산순환로,688,대구청,대구남부,덕천치안센터,대구광역시  남구 앞산순환로 688,대구광역시  남구 앞산순환로 688,344550,260414,정좌표,27200102001127218,새주소,대구광역시 남구 앞산순환로 688,대구광역시 남구 봉덕동 1272-5,425030,27200550000,봉덕3동,27200102000,봉덕동,대구광역시 남구 앞산순환로 688
99,대구광역시,북구,칠성로,105,대구청,대구북부,칠성치안센터,대구광역시  북구 칠성로 105,대구광역시  북구 칠성로 105,344487,265452,정좌표,27230102001040918,새주소,대구광역시 북구 칠성로 105,대구광역시 북구 칠성동2가 409-305,415780,27230526000,칠성동,27230102000,칠성동2가,대구광역시 북구 칠성로 105
100,대구광역시,수성구,시지로,46,대구청,대구수성,고산2동치안센터,대구광역시  수성구 시지로 46,대구광역시  수성구 시지로 46,352987,261269,정좌표,27260114001048918,새주소,대구광역시 수성구 시지로 46,대구광역시 수성구 시지동 489-4,422510,27260680000,고산2동,27260114000,시지동,대구광역시 수성구 시지로 46
101,대구광역시,수성구,무열로,196,대구청,대구수성,만촌1동치안센터,대구광역시  수성구 무열로 196,대구광역시  수성구 무열로 196,348618,265122,정좌표,2726010200103718,새주소,대구광역시 수성구 무열로 196,대구광역시 수성구 만촌동 370-6,420640,27260550000,만촌1동,27260102000,만촌동,대구광역시 수성구 무열로 196
102,대구광역시,달서구,한실로,115,대구청,대구달서,도원치안센터,대구광역시 달서구 한실로 115,대구광역시 달서구 한실로 115,339061,257391,정좌표,27290116001143818,새주소,대구광역시 달서구 한실로 115,대구광역시 달서구 도원동 1438-4,428330,27290628000,도원동,27290116000,도원동,대구광역시 달서구 한실로 115
103,대구광역시,달서구,상원로,32,대구청,대구달서,상인2동치안센터,대구광역시 달서구 상원로 32,대구광역시 달서구 상원로 32,338818,258059,정좌표,27290115001142118,새주소,대구광역시 달서구 상원로 32,대구광역시 달서구 상인동 1421-22,427910,27290625000,상인2동,27290115000,상인동,대구광역시 달서구 상원로 32
104,대구광역시,달서구,상인로,21,대구청,대구달서,상인3동치안센터,대구광역시 달서구 상인로 21,대구광역시 달서구 상인로 21,340050,257754,정좌표,27290115001157918,새주소,대구광역시 달서구 상인로 21,대구광역시 달서구 상인동 1579-7,428150,27290626000,상인3동,27290115000,상인동,대구광역시 달서구 상인로 21
105,대구광역시,북구,칠곡중앙대로,563,대구청,대구강북,칠곡치안센터,대구광역시 북구 칠곡중앙대로 563,대구광역시 북구 칠곡중앙대로 563,339861,272847,정좌표,2723011800106618,새주소,대구광역시 북구 칠곡중앙대로 563,대구광역시 북구 읍내동 660-18,414390,27230770000,읍내동,27230118000,읍내동,대구광역시 북구 칠곡중앙대로 563
106,대구광역시,북구,칠곡중앙대로,274,대구청,대구강북,태전치안센터,대구광역시 북구 칠곡중앙대로 274,대구광역시 북구 칠곡중앙대로 274,339542,269983,정좌표,2723012600108918,새주소,대구광역시 북구 칠곡중앙대로 274,대구광역시 북구 태전동 890-14,414620,27230735000,태전2동,27230126000,태전동,대구광역시 북구 칠곡중앙대로 274
107,대구광역시,군위군,소보면,송원3길 12,대구청,대구군위,소보치안센터,대구광역시 군위군 소보면 송원3길 12(송원리),대구광역시 군위군 소보면 송원3길 12(송원리),332664,307074,정좌표,27720310261067818,새주소,대구광역시 군위군 소보면 송원3길 12,대구광역시 군위군 소보면 송원리 678-7,431020,27720310000,소보면,27720310260,소보면 송원리,대구광역시 군위군 소보면 송원3길 12
108,대구광역시,군위군,산성면,화본2길 3,대구청,대구군위,산성치안센터,대구광역시 군위군 산성면 화본2길 3(화본1리),대구광역시 군위군 산성면 화본2길 3(화본1리),352559,292965,정좌표,27720360261085918,새주소,대구광역시 군위군 산성면 화본2길 3,대구광역시 군위군 산성면 화본리 859-4,431580,27720360000,산성면,27720360260,산성면 화본리,대구광역시 군위군 산성면 화본2길 3
109,대구광역시,군위군,삼국유사면,삼국유사로 438-7,대구청,대구군위,삼국유사치안센터,대구광역시 군위군 삼국유사면 삼국유사로 438-7 ,대구광역시 군위군 삼국유사면 삼국유사로 438-7 ,361462,292876,정좌표,27720370241040218,새주소,대구광역시 군위군 삼국유사면 삼국유사로 438-7,대구광역시 군위군 삼국유사면 학성리 402-14,431550,27720370000,삼국유사면,27720370240,삼국유사면 학성리,대구광역시 군위군 삼국유사면 삼국유사로 438-7
110,대구광역시,군위군,우보면,이화길 127,대구청,대구군위,우보치안센터,대구광역시 군위군 우보면 이화길 127 ,대구광역시 군위군 우보면 이화길 127 ,349614,300719,정좌표,27720340221129418,새주소,대구광역시 군위군 우보면 이화길 127,대구광역시 군위군 우보면 이화리 1294-4,431420,27720340000,우보면,27720340220,우보면 이화리,대구광역시 군위군 우보면 이화길 127
111,,,,,인천청,인천중부,도원치안센터,중구 샛골로 52,중구 샛골로 52,-106271,-103379,정제실패,,판별불가,,,,,,,,
112,,,,,인천청,인천중부,대무의치안센터,중구 대무의로 310-11,중구 대무의로 310-11,-106271,-103379,정제실패,,판별불가,,,,,,,,
113,인천광역시,옹진군,자월면,승봉로 45-15,인천청,인천중부,승봉치안센터,옹진군 자월면 승봉로 45-15,옹진군 자월면 승봉로 45-15,137220,407741,정좌표,28720370231082718,새주소,인천광역시 옹진군 자월면 승봉로 45-15,인천광역시 옹진군 자월면 승봉리 827-3,231270,28720370000,자월면,28720370230,자월면 승봉리,인천광역시 옹진군 자월면 승봉로 45-15
114,인천광역시,옹진군,자월면,대이작로 27,인천청,인천중부,대이작치안센터,옹진군 자월면 대이작로 27,옹진군 자월면 대이작로 27,133427,408574,인근좌표,287200,새주소,인천광역시 옹진군 자월면 대이작로 27,인천광역시 옹진군 자월면,,28720370000,자월면,28720370000,자월면,인천광역시 옹진군 자월면 대이작로 27
115,인천광역시,옹진군,자월면,소이작로 44,인천청,인천중부,소이작치안센터,옹진군 자월면 소이작로 44,옹진군 자월면 소이작로 44,132355,409128,정좌표,28720370221012118,새주소,인천광역시 옹진군 자월면 소이작로 44,인천광역시 옹진군 자월면 이작리 121,231280,28720370000,자월면,28720370220,자월면 이작리,인천광역시 옹진군 자월면 소이작로 44
116,인천광역시,옹진군,자월면,자월서로101번길 164,인천청,인천중부,자월치안센터,옹진군 자월면 자월서로 101번길 164,옹진군 자월면 자월서로 101번길 164,138315,417056,정좌표,28720370211111618,새주소,인천광역시 옹진군 자월면 자월서로101번길 164,인천광역시 옹진군 자월면 자월리 1116-3,231250,28720370000,자월면,28720370210,자월면 자월리,인천광역시 옹진군 자월면 자월서로101번길 164
117,인천광역시,옹진군,북도면,장봉로519번길 36,인천청,인천중부,장봉치안센터,옹진군 북도면 장봉로 519번길 36,옹진군 북도면 장봉로 519번길 36,141491,447817,정좌표,28720310241120918,새주소,인천광역시 옹진군 북도면 장봉로519번길 36,인천광역시 옹진군 북도면 장봉리 1209-2,231110,28720310000,북도면,28720310240,북도면 장봉리,인천광역시 옹진군 북도면 장봉로519번길 36
118,인천광역시,옹진군,덕적면,울도로 200,인천청,인천중부,울도치안센터,옹진군 덕적면 울도로 200,옹진군 덕적면 울도로 200,110795,391902,정좌표,28720350251001618,새주소,인천광역시 옹진군 덕적면 울도로 200,인천광역시 옹진군 덕적면 울도리 16,231360,28720350000,덕적면,28720350250,덕적면 울도리,인천광역시 옹진군 덕적면 울도로 200
119,인천광역시,옹진군,덕적면,문갑1길 6,인천청,인천중부,문갑치안센터,옹진군 덕적면 문갑1길 6,옹진군 덕적면 문갑1길 6,120642,408215,정좌표,28720350271007418,새주소,인천광역시 옹진군 덕적면 문갑1길 6,인천광역시 옹진군 덕적면 문갑리 74-26,231320,28720350000,덕적면,28720350270,덕적면 문갑리,인천광역시 옹진군 덕적면 문갑1길 6
120,인천광역시,옹진군,연평면,소연평로 19-7,인천청,인천중부,소연평치안센터,옹진군 연평면 소연평로 19-7,옹진군 연평면 소연평로 19-7,85882,457326,인근좌표,287200,새주소,인천광역시 옹진군 연평면 소연평로 19-7,인천광역시 옹진군 연평면,,28720380000,연평면,28720380000,연평면,인천광역시 옹진군 연평면 소연평로 19-7
121,인천광역시,옹진군,대청면,소청동로76번길 21,인천청,인천중부,소청치안센터,옹진군 대청면 소청동로 76번길 21,옹진군 대청면 소청동로 76번길 21,1758,476724,정좌표,28720340221036818,새주소,인천광역시 옹진군 대청면 소청동로76번길 21,인천광역시 옹진군 대청면 소청리 368,231060,28720340000,대청면,28720340220,대청면 소청리,인천광역시 옹진군 대청면 소청동로76번길 21
122,인천광역시,미추홀구,숙골로43번길,158-29,인천청,인천미추홀,도화2치안센터,미추홀구 숙골로 43번길 158-29,미추홀구 숙골로 43번길 158-29,169558,440599,정좌표,28177104001008118,새주소,인천광역시 미추홀구 숙골로43번길 158-29,인천광역시 미추홀구 도화동 81-11,221020,28177610000,도화2.3동,28177104000,도화동,인천광역시 미추홀구 숙골로43번길 158-29
123,인천광역시,미추홀구,수봉로,14,인천청,인천미추홀,제물포치안센터,미추홀구 수봉로 14,미추홀구 수봉로 14,169506,440360,정좌표,28177101001005118,새주소,인천광역시 미추홀구 수봉로 14,인천광역시 미추홀구 숭의동 51-26,221630,28177530000,숭의4동,28177101000,숭의동,인천광역시 미추홀구 수봉로 14
124,인천광역시,미추홀구,인하로,448,인천청,인천미추홀,관교치안센터,미추홀구 인하로 448,미추홀구 인하로 448,173067,438073,정좌표,28177106001001318,새주소,인천광역시 미추홀구 인하로 448,인천광역시 미추홀구 관교동 13-12,222410,28177700000,관교동,28177106000,관교동,인천광역시 미추홀구 인하로 448
